Sr_No,Date,StartUp,Vertical,SubVertical,Location,Investors,Round,Amount
2485,2015-08-05,Nightstay,Hotel Booking,Unknown,Noida,"Bedrock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.7215
2486,2015-08-05,Zocalo,Rental Accomodation Finder,Unknown,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,9.443
2487,2015-08-05,Sunday Realty Solutions,Tech For Property Brokers,Unknown,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,7.412755
2488,2015-08-06,Klozee,Luxury Apparel Rental,Unknown,Bangalore,Tracxn Labs,Seed Funding,9.443
2489,2015-08-06,Appvigil,App Security  Testing,Unknown,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachran, Ripplewave",Seed Funding,4.7215
2490,2015-08-06,Practo,Doctor Appointment Booking,Unknown,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,849.8700000000001
2491,2015-08-06,Loudshout,Anonymous Bulletin Board,Unknown,New Delhi,"Sanjay Sethi, Ravi Jaipuria & Others",Seed Funding,9.443
2492,2015-08-06,Wetravelsolo,Travel Community,Unknown,New Delhi,"Ccube Angels, Frontline Strategy",Seed Funding,9.443
2493,2015-08-06,Ketto,Crowd Funding,Unknown,Mumbai,"Chennai Angels, Calcutta Angels, Ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, Letsventure",Seed Funding,6.610100000000001
2494,2015-08-06,Ezetap,Mobile Based Pos,Unknown,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,236.075
2495,2015-08-06,Ndtv Ecommerce Venture,Car & Bike Ecommerce,Unknown,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,9.443
2496,2015-08-07,Carl'S Jr,Fast Food Chain Franchisee,Unknown,Gurgaon,Youwecan Ventures,Seed Funding,5.949090000000001
2497,2015-08-07,Easyrewardz,Loyalty Programs & Reward Points,Unknown,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.7215
2498,2015-08-07,Gibss,Energy Saving Provider,Unknown,Mumbai,"Responsability Investments, Infuse Ventures",Private Equity,9.443
2499,2015-08-07,Storemore.In,Self-Storage Spaces,Unknown,Noida,Bedrock Ventures,Seed Funding,9.443
2500,2015-08-07,Iorderfresh,Grocery Retail Mobile,Unknown,New Delhi,Best Foodworks,Seed Funding,9.443
2501,2015-08-10,Mytaxiindia,Taxi Rental,Unknown,Gurgaon,"Nihon Kotsu,",Private Equity,4.7215
2502,2015-08-10,Esadar,Ecommerce,Unknown,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.7554400000000001
2503,2015-08-10,Actionable Analytics,Machine Learning,Unknown,New Delhi/Houston,"B M Gupta, Vinod Singhal",Seed Funding,9.443
2504,2015-08-10,Mypoolin,Mobile Social Network,Unknown,New Delhi,Qprize From Qualcomm Ventures,Seed Funding,2.36075
2505,2015-08-10,Nearbuy (Previously Groupon India),Hyper-Local Ecommerce,Unknown,New Delhi,Sequoia Capital,Private Equity,151.088
2506,2015-08-10,Inkmonk,Online Printing,Unknown,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others From Letsventure",Seed Funding,2.36075
2507,2015-08-10,Tonetag,Mobile Payment Software,Unknown,Bangalore,Reliance Capital Venture,Private Equity,9.443
2508,2015-08-10,Grey Orange,Automated Storage & Warehousing,Unknown,Gurgaon,Tiger Global Management,Private Equity,283.29
2509,2015-08-11,Livspace,Home Design & Decor,Unknown,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,75.544
2510,2015-08-11,Wow! Momo,Quick Restaurant Chain,Unknown,Kolkata,Indian Angel Network,Seed Funding,15.1088
2511,2015-08-11,Raincan,Subscription Based Online Grocery,Unknown,Pune,Ajeet Khurana & Others,Seed Funding,0.9443
2512,2015-08-11,Allygrow Technologies,Engineering Company,Unknown,Mumbai,Zodius Technology Fund,Private Equity,188.86
2513,2015-08-11,Infogain,Business And It Consulting,Unknown,New Delhi/US,Chryscapital,Private Equity,594.909
2514,2015-08-12,Oneassist,Credit Card Fraud Protection,Unknown,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,70.8225
2515,2015-08-12,Bigbasket,Online & Mobile Grocery Store,Unknown,Bangalore,Bessemer Venture Partners,Private Equity,472.15
2516,2015-08-12,Sheroes,Career Community For Women,Unknown,Noida,"Quintillion Media, 500 Startups",Seed Funding,7.27111
2517,2015-08-12,Scripbox,Mutual Fund Investing,Unknown,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,23.6075
2518,2015-08-13,Etaout,Ecommerce Marketing Software,Unknown,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham & Group Of Other Angel Investors",Seed Funding,4.7215
2519,2015-08-13,Ifmr Holdings,Financial Inclusion,Unknown,Chennai,"Accion, Leapfrog Investments, Lok Capital",Private Equity,236.075
2520,2015-08-13,Massblurb,Digital Marketing Automation,Unknown,Mumbai,"Letsventure, Mumbai Angels",Seed Funding,9.443
2521,2015-08-13,Agrostar,Mobile Commerce For Farmers,Unknown,Pune,Idg Ventures,Private Equity,37.772
2522,2015-08-14,Voxweb,Picture Based Social,Unknown,Mumbai,Jitendra Gupta & Others,Seed Funding,0.9443
2523,2015-08-14,Trukky,Logistics,Unknown,Ahmedabad,"Gujarat Based Angel Investors, Mmy Co-Founder",Seed Funding,2.313535
2524,2015-08-14,Vanitycube,On-Demand Beauty,Unknown,New Delhi,Group Of Angel Investors,Seed Funding,9.443
2525,2015-08-17,Edu4Share,Exam Preparation,Unknown,New Delhi,Nalin Jain & Other Angel Investors,Seed Funding,2.07746
2526,2015-08-17,Yourstory,Startup Focused Online Publisher,Unknown,Mumbai,"Ratan Tata, Vani Kola, T V Mohas Pai, Karthee Madasamay",Seed Funding,9.443
2527,2015-08-17,Sampurnearth,Waste Management,Unknown,Mumbai,"Intellecap Impact Investment Network, Family Office Fund",Seed Funding,1.5108800000000002
2528,2015-08-17,Orobind,App Based Fitness Coaching,Unknown,Bangalore,Existing & New Investors,Private Equity,9.443
2529,2015-08-17,Fixy,On Demand Cleaning & Fixing,Unknown,Mumbai,Venturenursery,Seed Funding,9.443
2530,2015-08-17,Msm Box,Beauty & Lifestyle,Unknown,New Delhi,Rohit Goel,Seed Funding,9.443
2531,2015-08-17,Shadowfax,On-Demand Delivery,Unknown,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,2.9273300000000004
2532,2015-08-17,Gadgets 360,Car & Bike Ecommerce,Unknown,New Delhi,One97 Communications,Private Equity,9.443
2533,2015-08-18,Roposo,Fashion Discovery,Unknown,Gurgaon,Tiger Global,Private Equity,141.645
2534,2015-08-18,Intelligencenode,Data Analytics,Unknown,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,39.6606
2535,2015-08-18,Hyperverge,Deep Learning Cloud Algorithms,Unknown,Chennai,"Nea, Milliways Ventures, Naya Ventures",Seed Funding,9.443
2536,2015-08-18,Twyst,Location Based Engagement & Rewards,Unknown,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,9.443
2537,2015-08-18,Idfy,Online Identity Verification,Unknown,Mumbai,"Nea, Blume Ventures & Others",Private Equity,9.443
2538,2015-08-18,Zoojoo.Be,Corporate Wellness,Unknown,Bangalore,Roundglass Partners,Private Equity,9.443
2539,2015-08-19,Fashionove,Fashion Search & Review,Unknown,Kolkata,Umesh Yadav,Seed Funding,9.443
2540,2015-08-19,Timesaverz,"Hyperlocal Maintenance, Repair & Cleaning",Unknown,Mumbai,Unilazer Ventures,Private Equity,22.663200000000003
2541,2015-08-19,Envoged,Pre-Owned Luxury Online Apparel Seller,Unknown,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,9.443
2542,2015-08-19,Mebelkart,Online Furniture,Unknown,Bangalore,Askme,Private Equity,188.86
2543,2015-08-20,Labsadvisor,Online Diagnostic Tests,Unknown,New Delhi,Group Of Angel Investors,Seed Funding,1.473108
2544,2015-08-20,Flatpebble,Online For Photographers,Unknown,Hyderabad,Indian Angel Network,Seed Funding,5.665800000000001
2545,2015-08-20,Bluegape.Com,Visual Blogging,Unknown,New Delhi,"Ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,5.665800000000001
2546,2015-08-21,Epoise,Job Search,Unknown,Bangalore,"Orios Venture Partners, Amit Ranjan & Others",Seed Funding,4.7215
2547,2015-08-24,Jolly Food Fellow,Food Customer Analytics,Unknown,Ahmedabad,The 1947,Seed Funding,2.8329000000000004
2548,2015-08-24,Bookmein,Professional Appointment Booking,Unknown,Mumbai,Ajmera Group Of Companies,Seed Funding,3.7772
2549,2015-08-24,Izofy,Scientific Horoscope Online Assistance,Unknown,Kolkata,Prime Capital Markets Ltd,Seed Funding,9.443
2550,2015-08-24,Rbus,Tech Enabled Ac Bus,Unknown,Mumbai,"India Quotient, Anupam Mittal & Others",Seed Funding,9.443
2551,2015-08-25,Qyk App,On-Demand Based Professional Provider,Unknown,Bangalore,"Growx Ventures, Tracxn Labs, Powai Lake Ventures,  Sahil Barua",Private Equity,9.443
2552,2015-08-25,Eazydiner,Restaurant Reservation,Unknown,Gurgaon,"Dsg Consumer Partners, Saama Capital",Private Equity,28.329
2553,2015-08-25,Revx,Cross-Channel Crm,Unknown,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,37.772
2554,2015-08-25,Icustommadeit,Professional Custom Creators,Unknown,Pune,Group Of Angel Investors,Seed Funding,2.36075
2555,2015-08-26,Pickmylaundry,On-Demand Washing & Dry-Cleaning,Unknown,New Delhi,Ghv Accelerator,Seed Funding,0.9443
2556,2015-08-26,Belita,On-Demand Beauty,Unknown,Mumbai,"India Quotient, Letsventure Investors, Lead Angels",Seed Funding,3.7772
2557,2015-08-26,Ezysolare,Solar Products And,Unknown,Ahmedabad,Infuse Ventures,Seed Funding,9.443
2558,2015-08-26,Foodtalkindia,Online Food Community,Unknown,Gurgaon,Undisclosed Investor,Seed Funding,4.7215
2559,2015-08-27,Instasafe,Private Cloud Networks Saas,Unknown,Bangalore,Group Of Investors,Seed Funding,9.443
2560,2015-08-27,Eazy Coach,Education,Unknown,Kolkata,Ravi Agarwal,Seed Funding,9.443
2561,2015-08-27,Djubo.Com,Cloud Based Hotel Sales,Unknown,New Delhi,Ibibo Group,Private Equity,9.443
2562,2015-08-28,Betterbutter.In,Online Recipe Sharing,Unknown,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,9.443
2563,2015-08-28,Vyomo,Beauty & Lifestyle Mobile,Unknown,Bangalore,Rocket Internet,Private Equity,18.886
2564,2015-08-28,Rollmafia,Qsr Restaurant Chain,Unknown,Pune,Equentia Natural Resources,Seed Funding,1.5108800000000002
2565,2015-08-29,Iamwire,Digital Media Publishing,Unknown,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,9.443
2566,2015-08-31,Dropkaffe,Online Coffee Delivery,Unknown,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,2.8329000000000004
2567,2015-08-31,Reverie,Language Localization Cloud,Unknown,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,37.772
2568,2015-08-31,Infinite Analytics,Big Data & Predictive Analysis,Unknown,Mumbai,"Ratan Tata, Nikhil Vora & Others",Private Equity,9.443
2569,2015-07-01,Parcelled,Online Logistics,Unknown,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,9.443
2570,2015-07-01,Retigence Technologies,Business It Intelligence,Unknown,Mumbai,Omnivore Partners,Private Equity,9.443
2571,2015-07-01,Cloudcherry Analytics,Crm / Analytics,Unknown,Chennai,"The Chennai Angels, Idg Ventures India",Seed Funding,9.443
2573,2015-07-01,Idreamcareer,Ed-Tech,Unknown,New Delhi,"Ah! Ventures, Vivek Joshi, Mohit Satyan & Others",Seed Funding,9.443
2574,2015-07-01,Ola Cabs,Cab Rental Mobile,Unknown,Bangalore,Ratan Tata,Private Equity,9.443
2575,2015-07-01,Nxtgen,It Infrastructure & Data Center,Unknown,Bangalore,"Ifc, Axon Partners, Intel Capital",Private Equity,127.4805
2576,2015-07-02,Bankbazaar,Online Financial,Unknown,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,566.58
2577,2015-07-02,Gozoomo,Used Car,Unknown,Bangalore,Saif Partners,Private Equity,47.215
2578,2015-07-02,Zenatix,Internet Of Things,Unknown,Gurgaon,"Rajan Anan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.520323
2579,2015-07-03,Culturealley,Language Learning,Unknown,Jaipur,Tiger Global,Private Equity,61.3795
2580,2015-07-03,Goqii,Mobile Fitness,Unknown,Mumbai,Vijay Shekhar Sharma,Private Equity,9.443
2581,2015-07-03,Gingercrush,Custom Merchandize,Unknown,Ahmedabad,"Gokul Jaykrishna, Br Capital",Seed Funding,9.443
2582,2015-07-04,Elanic,P2P Pre-Owned Goods,Unknown,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,9.443
2583,2015-07-04,Stitchwood,Custom Furniture,Unknown,Mumbai,"Powai Lake Ventures, Ajeet Khurana & Others",Seed Funding,3.729985
2584,2015-07-05,Urban Tailor,Online Tailoring,Unknown,Bangalore,Group Of Angel Investors,Seed Funding,9.443
2585,2015-07-06,Confirmttkt,Rail Ticket Confirmation Predictor,Unknown,Bangalore,Pravin Agarwala & Others,Seed Funding,9.443
2586,2015-07-06,Paper Boat,Ethnic Beverages Manufacturer,Unknown,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,283.29
2587,2015-07-06,Getnow,Hyperlocal Goods,Unknown,Nagpur,Atulya Mittal,Seed Funding,9.443
2588,2015-07-07,Wudstay,Budget Accommodation Aggregator,Unknown,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,28.329
2589,2015-07-07,Liases Foras,Real Estate Rating & Analysis,Unknown,New Delhi,Dmg Information Asia Pacific,Private Equity,47.215
2590,2015-07-07,Eatlo,Food Delivery,Unknown,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,9.443
2591,2015-07-07,Indialends,Financial Tech,Unknown,New Delhi,"Dsg Consumer Partners, Siddharth Parekh",Private Equity,9.443
2592,2015-07-08,Quinto,Food Discovery,Unknown,Pune,Jaydeep Barman,Seed Funding,9.443
2593,2015-07-08,Saavn,Music Streaming,Unknown,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,944.3
2594,2015-07-08,Flytxt,Big Data & Analytics,Unknown,Mumbai/Global,"Sunrise Capital Gmbh, Big Data Investments B.V",Private Equity,103.87300000000002
2595,2015-07-08,Axtria,Big Data & Analytics,Unknown,India/US,"Helion Venture Partners,Amarpreet Sawhney, Deshpe Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,283.29
2596,2015-07-08,33Coupons,Coupon Aggregator,Unknown,Kanpur,Not Disclosed,Seed Funding,0.18886000000000003
2597,2015-07-08,Ampere,Electric Scooter Manufacturer,Unknown,Coimbatore,Ratan Tata,Seed Funding,9.443
2598,2015-07-08,Hopping Chef,Online Food-Tech,Unknown,Mumbai,Mirah Hospitality,Seed Funding,4.43821
2599,2015-07-08,Collectabillia,Celebrity Fashion Brand,Unknown,Bangalore,Accel Partners,Private Equity,70.8225
2600,2015-07-08,Lendingkart,Online Finance Lending,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,94.43
2601,2015-07-08,Lybrate,Healthcare Mobile,Unknown,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,96.31860000000002
2602,2015-07-08,Zoomcar,Self-Driven Vehicle Rental,Unknown,Bangalore,"Sequoia Capital, Empire Angels, Ngp",Private Equity,103.87300000000002
2603,2015-07-09,News In Shorts,News Aggregator Mobile,Unknown,Noida,Tiger Global,Private Equity,9.443
2604,2015-07-09,Bluestone,Online Jewellery Store,Unknown,Bangalore,"Ivycap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,9.443
2605,2015-07-09,Shopsity,Fashion Info Aggregator,Unknown,Gurgaon,"Seep Aggarwal, Teruhide Sato",Seed Funding,9.443
2606,2015-07-09,Notesgen,Online Study Notes,Unknown,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,9.443
2608,2015-07-10,Footprints Education,Pre-School Chain,Unknown,Gurgaon,"Letsventure, Kumar Bansal, Kshitij Jain",Seed Funding,9.443
2609,2015-07-10,Loylty Rewards,Premium Loyalty Rewards Point Management,Unknown,Mumbai,Indianideas.Com,Private Equity,9.443
2610,2015-07-13,Ameyo,Contact Center Software,Unknown,Gurgaon,Forum Synergies Pe Fund,Private Equity,9.443
2611,2015-07-13,Mamagoto,Casual Dining Restaurant Chain,Unknown,New Delhi,Goldman Sachs,Private Equity,9.443
2612,2015-07-13,Satvacart,Online Grocery Delivery,Unknown,Gurgaon,Palaash Ventures,Seed Funding,9.443
2613,2015-07-14,Mysmartprice,Online Comparison Engine,Unknown,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,94.43
2614,2015-07-14,Zenify,Residential Rental Management,Unknown,Bangalore,Atul Jalan,Seed Funding,9.443
2615,2015-07-14,Boxmyspace,Physical Storage Warehouses,Unknown,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.8329000000000004
2616,2015-07-14,Hackerrank,Tech Recruitment,Unknown,Bangalore,Hr Technology Fund,Private Equity,70.8225
2617,2015-07-14,Wickedride,Bike Rental,Unknown,Bangalore,Undisclosed,Seed Funding,7.45997
2618,2015-07-14,Wowexpress,Tech Enabled Logistics,Unknown,Mumbai,Tamarind Family Private Trust,Seed Funding,4.7215
2619,2015-07-15,Oyo Rooms,Budget Hotel Accommodation,Unknown,Gurgaon,"Softbank, Sequoia Capital",Private Equity,944.3
2620,2015-07-15,Mobikon,Restaurant Customer Engagement,Unknown,Pune,Jungle Ventures,Private Equity,21.7189
2621,2015-07-15,Instalively.Com,Live Video Streaming,Unknown,New Delhi,"Anupam Mittal, An Chrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,9.443
2622,2015-07-15,Roadrunnr,Hyper Local Logistics,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,103.87300000000002
2623,2015-07-16,Ketto,Crowd Funding,Unknown,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,6.610100000000001
2624,2015-07-17,Quikwallet,F&B Sector Mobile Payment,Unknown,Mumbai,Snow Leopard Technology Ventures,Private Equity,15.1088
2625,2015-07-17,Omnikart,Industrial Supplies B2B Ecommerce,Unknown,Mumbai,"Sumit Ghi, Manish Ghi",Seed Funding,0.9443
2626,2015-07-20,Zo Rooms,Online Budget Hotel Chain,Unknown,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,141.645
2627,2015-07-20,Innoviti,Payment,Unknown,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,45.798550000000006
2628,2015-07-21,Zenradius,Online Hiring,Unknown,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,9.443
2629,2015-07-21,Joy By Nature,Organic Food Ecommerce,Unknown,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,9.443
2630,2015-07-22,Iqlect,Big Data & Analytics,Unknown,Bangalore,Exfinity Venture Partners,Private Equity,18.886
2631,2015-07-22,Degustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,India Value Fund Advisors,Private Equity,283.29
2632,2015-07-23,Nestaway,Luxury Rental Homes,Unknown,Bangalore,"Flipkart, Tiger Global",Private Equity,120.39825
2634,2015-07-23,Myonsto,Online Grocers,Unknown,Ahmedabad,Jayant Bokadia,Seed Funding,3.0217600000000004
2635,2015-07-23,Icrushiflush,Casual Dating,Unknown,Mumbai,Idg Ventures India,Seed Funding,9.443
2636,2015-07-23,Medgenome,Clinical Genomics Provider,Unknown,Bangalore,Sequoia Capital,Private Equity,188.86
2637,2015-07-23,Holidayiq,Travel Information Portal,Unknown,Bangalore,Makemytrip,Private Equity,141.645
2638,2015-07-23,Fitternity,Fitness,Unknown,Mumbai,Exfinity Venture Partners,Private Equity,9.443
2639,2015-07-23,Quikr,Online & Mobile Classified Listings,Unknown,Mumbai,"Ab Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,566.58
2640,2015-07-23,Jetsetgo,Private Jet/ Helicopter,Unknown,New Delhi,Yourwecan Ventures,Seed Funding,9.443
2641,2015-07-24,Broex,Real Estate Broker Network,Unknown,Gurgaon,Lightspeed India,Private Equity,9.443
2642,2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,Unknown,New Delhi,Indian Angel Network,Seed Funding,9.443
2643,2015-07-25,Credr,Used Bikes,Unknown,Mumbai,Fidelity Growth Partners,Private Equity,141.645
2644,2015-07-27,Managemyspa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Partners,Private Equity,56.658
2645,2015-07-27,Townrush,B2B Logistics Delivery,Unknown,Bangalore,Lightspeed Venture Partners,Seed Funding,9.443
2646,2015-07-27,Locus,Logistics Automation,Unknown,Bangalore,"Growx Ventures, Manish Singhal",Seed Funding,9.443
2647,2015-07-27,Bevy,Online Hiring,Unknown,Bangalore,Varun Agarwal & Others,Seed Funding,9.443
2648,2015-07-28,Pepperfry,Online Home Decor,Unknown,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,944.3
